02012024;220;A;USD;4,8910;4,8916;1,0000;1,0000
03012024;220;A;USD;4,9206;4,9212;1,0000;1,0000
04012024;220;A;USD;4,9182;4,9188;1,0000;1,0000
05012024;220;A;USD;4,8893;4,8899;1,0000;1,0000
08012024;220;A;USD;4,8844;4,8850;1,0000;1,0000
09012024;220;A;USD;4,8931;4,8937;1,0000;1,0000
10012024;220;A;USD;4,8895;4,8901;1,0000;1,0000
11012024;220;A;USD;4,8788;4,8794;1,0000;1,0000
12012024;220;A;USD;4,8537;4,8543;1,0000;1,0000
15012024;220;A;USD;4,8759;4,8765;1,0000;1,0000
16012024;220;A;USD;4,9032;4,9038;1,0000;1,0000
17012024;220;A;USD;4,9340;4,9346;1,0000;1,0000
18012024;220;A;USD;4,9397;4,9403;1,0000;1,0000
19012024;220;A;USD;4,9217;4,9223;1,0000;1,0000
22012024;220;A;USD;4,9484;4,9490;1,0000;1,0000
23012024;220;A;USD;4,9709;4,9715;1,0000;1,0000
24012024;220;A;USD;4,9186;4,9192;1,0000;1,0000
25012024;220;A;USD;4,9226;4,9232;1,0000;1,0000
26012024;220;A;USD;4,9119;4,9125;1,0000;1,0000
29012024;220;A;USD;4,9219;4,9225;1,0000;1,0000
30012024;220;A;USD;4,9632;4,9638;1,0000;1,0000
31012024;220;A;USD;4,9529;4,9535;1,0000;1,0000
01022024;220;A;USD;4,9344;4,9350;1,0000;1,0000
02022024;220;A;USD;4,9465;4,9471;1,0000;1,0000
05022024;220;A;USD;5,0047;5,0053;1,0000;1,0000
06022024;220;A;USD;4,9681;4,9687;1,0000;1,0000
07022024;220;A;USD;4,9602;4,9608;1,0000;1,0000
08022024;220;A;USD;4,9798;4,9804;1,0000;1,0000
09022024;220;A;USD;4,9711;4,9717;1,0000;1,0000
14022024;220;A;USD;4,9717;4,9723;1,0000;1,0000
15022024;220;A;USD;4,9704;4,9710;1,0000;1,0000
16022024;220;A;USD;4,9755;4,9761;1,0000;1,0000
19022024;220;A;USD;4,9579;4,9585;1,0000;1,0000
20022024;220;A;USD;4,9402;4,9408;1,0000;1,0000
21022024;220;A;USD;4,9297;4,9303;1,0000;1,0000
22022024;220;A;USD;4,9413;4,9419;1,0000;1,0000
23022024;220;A;USD;4,9845;4,9851;1,0000;1,0000
26022024;220;A;USD;4,9813;4,9819;1,0000;1,0000
27022024;220;A;USD;4,9569;4,9575;1,0000;1,0000
28022024;220;A;USD;4,9551;4,9557;1,0000;1,0000
29022024;220;A;USD;4,9827;4,9833;1,0000;1,0000
01032024;220;A;USD;4,9590;4,9596;1,0000;1,0000
04032024;220;A;USD;4,9469;4,9475;1,0000;1,0000
05032024;220;A;USD;4,9482;4,9488;1,0000;1,0000
06032024;220;A;USD;4,9392;4,9398;1,0000;1,0000
07032024;220;A;USD;4,9358;4,9364;1,0000;1,0000
08032024;220;A;USD;4,9745;4,9751;1,0000;1,0000
11032024;220;A;USD;4,9771;4,9777;1,0000;1,0000
12032024;220;A;USD;4,9807;4,9813;1,0000;1,0000
13032024;220;A;USD;4,9797;4,9803;1,0000;1,0000
14032024;220;A;USD;4,9762;4,9768;1,0000;1,0000
15032024;220;A;USD;4,9931;4,9937;1,0000;1,0000
18032024;220;A;USD;5,0118;5,0124;1,0000;1,0000
19032024;220;A;USD;5,0346;5,0352;1,0000;1,0000
20032024;220;A;USD;5,0114;5,0120;1,0000;1,0000
21032024;220;A;USD;4,9801;4,9807;1,0000;1,0000
22032024;220;A;USD;4,9891;4,9897;1,0000;1,0000
25032024;220;A;USD;4,9863;4,9869;1,0000;1,0000
26032024;220;A;USD;4,9864;4,9870;1,0000;1,0000
27032024;220;A;USD;4,9850;4,9856;1,0000;1,0000
28032024;220;A;USD;4,9956;4,9962;1,0000;1,0000
01042024;220;A;USD;5,0526;5,0532;1,0000;1,0000
02042024;220;A;USD;5,0469;5,0476;1,0000;1,0000
03042024;220;A;USD;5,0718;5,0724;1,0000;1,0000
04042024;220;A;USD;5,0231;5,0237;1,0000;1,0000
05042024;220;A;USD;5,0514;5,0520;1,0000;1,0000
08042024;220;A;USD;5,0415;5,0421;1,0000;1,0000
09042024;220;A;USD;5,0074;5,0080;1,0000;1,0000
10042024;220;A;USD;5,0648;5,0654;1,0000;1,0000
11042024;220;A;USD;5,0759;5,0765;1,0000;1,0000
12042024;220;A;USD;5,1358;5,1364;1,0000;1,0000
15042024;220;A;USD;5,1740;5,1746;1,0000;1,0000
16042024;220;A;USD;5,2628;5,2635;1,0000;1,0000
17042024;220;A;USD;5,2463;5,2469;1,0000;1,0000
18042024;220;A;USD;5,2506;5,2512;1,0000;1,0000
19042024;220;A;USD;5,2263;5,2269;1,0000;1,0000
22042024;220;A;USD;5,2037;5,2043;1,0000;1,0000
23042024;220;A;USD;5,1620;5,1626;1,0000;1,0000
24042024;220;A;USD;5,1586;5,1592;1,0000;1,0000
25042024;220;A;USD;5,1673;5,1679;1,0000;1,0000
26042024;220;A;USD;5,1178;5,1184;1,0000;1,0000
29042024;220;A;USD;5,1149;5,1155;1,0000;1,0000
