30042024;220;A;USD;5,1712;5,1718;1,0000;1,0000
02052024;220;A;USD;5,1178;5,1184;1,0000;1,0000
03052024;220;A;USD;5,0662;5,0668;1,0000;1,0000
06052024;220;A;USD;5,0721;5,0727;1,0000;1,0000
07052024;220;A;USD;5,0604;5,0610;1,0000;1,0000
08052024;220;A;USD;5,0881;5,0887;1,0000;1,0000
09052024;220;A;USD;5,1571;5,1577;1,0000;1,0000
10052024;220;A;USD;5,1458;5,1464;1,0000;1,0000
13052024;220;A;USD;5,1406;5,1412;1,0000;1,0000
14052024;220;A;USD;5,1350;5,1356;1,0000;1,0000
15052024;220;A;USD;5,1417;5,1423;1,0000;1,0000
16052024;220;A;USD;5,1264;5,1270;1,0000;1,0000
17052024;220;A;USD;5,1151;5,1157;1,0000;1,0000
20052024;220;A;USD;5,1079;5,1085;1,0000;1,0000
21052024;220;A;USD;5,1031;5,1037;1,0000;1,0000
22052024;220;A;USD;5,1496;5,1502;1,0000;1,0000
23052024;220;A;USD;5,1437;5,1443;1,0000;1,0000
24052024;220;A;USD;5,1502;5,1508;1,0000;1,0000
27052024;220;A;USD;5,1698;5,1704;1,0000;1,0000
28052024;220;A;USD;5,1532;5,1538;1,0000;1,0000
29052024;220;A;USD;5,1966;5,1972;1,0000;1,0000
31052024;220;A;USD;5,2410;5,2416;1,0000;1,0000
03062024;220;A;USD;5,2367;5,2373;1,0000;1,0000
04062024;220;A;USD;5,2681;5,2687;1,0000;1,0000
05062024;220;A;USD;5,2835;5,2841;1,0000;1,0000
06062024;220;A;USD;5,2675;5,2681;1,0000;1,0000
07062024;220;A;USD;5,2796;5,2802;1,0000;1,0000
10062024;220;A;USD;5,3660;5,3666;1,0000;1,0000
11062024;220;A;USD;5,3519;5,3524;1,0000;1,0000
12062024;220;A;USD;5,3885;5,3891;1,0000;1,0000
13062024;220;A;USD;5,3968;5,3974;1,0000;1,0000
14062024;220;A;USD;5,3624;5,3630;1,0000;1,0000
17062024;220;A;USD;5,4124;5,4130;1,0000;1,0000
18062024;220;A;USD;5,4068;5,4074;1,0000;1,0000
19062024;220;A;USD;5,4641;5,4647;1,0000;1,0000
20062024;220;A;USD;5,4248;5,4254;1,0000;1,0000
21062024;220;A;USD;5,4410;5,4416;1,0000;1,0000
24062024;220;A;USD;5,3994;5,4000;1,0000;1,0000
25062024;220;A;USD;5,4283;5,4290;1,0000;1,0000
26062024;220;A;USD;5,5091;5,5097;1,0000;1,0000
27062024;220;A;USD;5,5223;5,5229;1,0000;1,0000
28062024;220;A;USD;5,5583;5,5589;1,0000;1,0000
01072024;220;A;USD;5,5887;5,5893;1,0000;1,0000
02072024;220;A;USD;5,6671;5,6677;1,0000;1,0000
03072024;220;A;USD;5,5857;5,5863;1,0000;1,0000
04072024;220;A;USD;5,4833;5,4839;1,0000;1,0000
05072024;220;A;USD;5,4964;5,4970;1,0000;1,0000
08072024;220;A;USD;5,4714;5,4720;1,0000;1,0000
09072024;220;A;USD;5,4381;5,4387;1,0000;1,0000
10072024;220;A;USD;5,3961;5,3967;1,0000;1,0000
11072024;220;A;USD;5,4094;5,4100;1,0000;1,0000
12072024;220;A;USD;5,4523;5,4529;1,0000;1,0000
15072024;220;A;USD;5,4557;5,4563;1,0000;1,0000
16072024;220;A;USD;5,4268;5,4274;1,0000;1,0000
17072024;220;A;USD;5,4664;5,4670;1,0000;1,0000
18072024;220;A;USD;5,5420;5,5426;1,0000;1,0000
19072024;220;A;USD;5,5537;5,5543;1,0000;1,0000
22072024;220;A;USD;5,5592;5,5598;1,0000;1,0000
23072024;220;A;USD;5,5801;5,5807;1,0000;1,0000
24072024;220;A;USD;5,6340;5,6346;1,0000;1,0000
25072024;220;A;USD;5,6396;5,6402;1,0000;1,0000
26072024;220;A;USD;5,6459;5,6465;1,0000;1,0000
29072024;220;A;USD;5,6473;5,6479;1,0000;1,0000
30072024;220;A;USD;5,6526;5,6532;1,0000;1,0000
31072024;220;A;USD;5,6615;5,6621;1,0000;1,0000
01082024;220;A;USD;5,6675;5,6681;1,0000;1,0000
02082024;220;A;USD;5,7360;5,7366;1,0000;1,0000
05082024;220;A;USD;5,7640;5,7646;1,0000;1,0000
06082024;220;A;USD;5,6522;5,6528;1,0000;1,0000
07082024;220;A;USD;5,6087;5,6093;1,0000;1,0000
08082024;220;A;USD;5,6166;5,6172;1,0000;1,0000
09082024;220;A;USD;5,5109;5,5115;1,0000;1,0000
12082024;220;A;USD;5,4905;5,4911;1,0000;1,0000
13082024;220;A;USD;5,4869;5,4875;1,0000;1,0000
